Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2017","Cryptosporidiosis, Cum 2017, flag","Cryptosporidiosis, Cum 2016","Cryptosporidiosis, Cum 2016, flag","Dengue Virus Infection, Dengue§, Current week","Dengue Virus Infection, Dengue§, Current week, flag","Dengue Virus Infection, Dengue§, Previous 52 weeks Med","Dengue Virus Infection, Dengue§, Previous 52 weeks Med, flag","Dengue Virus Infection, Dengue§, Previous 52 weeks Max","Dengue Virus Infection, Dengue§, Previous 52 weeks Max, flag","Dengue Virus Infection, Dengue§, Cum 2017","Dengue Virus Infection, Dengue§, Cum 2017, flag","Dengue Virus Infection, Dengue§, Cum 2016","Dengue Virus Infection, Dengue§, Cum 2016, flag","Dengue Virus Infection, Severe Dengue, Current week","Dengue Virus Infection, Severe Dengue, Current week, flag","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Med","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Med, flag","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Max","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Max, flag","Dengue Virus Infection, Severe Dengue, Cum 2017","Dengue Virus Infection, Severe Dengue, Cum 2017, flag","Dengue Virus Infection, Severe Dengue, Cum 2016","Dengue Virus Infection, Severe Dengue, Cum 2016, flag",Location 1,Location 2
MARYLAND,2017,32,,-,1,,10,,26,,44,,,-,0,,1,,,-,9,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
PENNSYLVANIA,2017,32,8,,7,,27,,206,,224,,,-,0,,2,,3,,14,,,-,0,,1,,1,,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW ENGLAND,2017,32,3,,7,,24,,211,,232,,,-,0,,1,,1,,22,,,-,0,,0,,,-,,-,,
IDAHO,2017,32,3,,1,,7,,46,,70,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
DELAWARE,2017,32,,-,0,,2,,3,,12,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MONTANA,2017,32,1,,1,,6,,46,,44,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
TEXAS,2017,32,28,,14,,33,,328,,329,,,-,0,,3,,7,,19,,,-,0,,1,,,-,1,,"TEXAS
(31.827233, -99.423022)",
VIRGIN ISL.,2017,32,,-,0,,0,,,-,,-,,-,0,,1,,1,,9,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ARIZONA,2017,32,1,,3,,82,,66,,134,,,-,0,,2,,1,,12,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MASSACHUSETTS,2017,32,,-,3,,14,,81,,112,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
WEST VIRGINIA,2017,32,,-,0,,7,,5,,14,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
CONNECTICUT,2017,32,1,,1,,6,,41,,33,,,-,0,,1,,,-,8,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
NEBRASKA,2017,32,4,,4,,16,,95,,110,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
OREGON,2017,32,,-,4,,26,,124,,168,,,-,0,,1,,,-,12,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
WISCONSIN,2017,32,7,,12,,55,,294,,421,,,-,0,,2,,10,,5,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
PUERTO RICO,2017,32,,-,0,,0,,,-,1,,,-,0,,3,,9,,183,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
COLORADO,2017,32,10,,3,,14,,95,,112,,,-,0,,2,,,-,13,,,-,0,,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
NEW YORK,2017,32,7,,5,,25,,149,,136,,,-,0,,3,,3,,28,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
HAWAII,2017,32,,-,0,,3,,2,,,-,,-,0,,1,,4,,53,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2017,32,,-,2,,23,,43,,67,,,-,0,,4,,1,,35,,,-,0,,1,,,-,3,,"NEW JERSEY
(40.104655, -74.386686)",
OHIO,2017,32,27,,11,,207,,288,,395,,,-,0,,2,,3,,6,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
PACIFIC,2017,32,2,,13,,143,,418,,419,,,-,1,,11,,25,,213,,,-,0,,0,,,-,1,,,
NEW MEXICO,2017,32,,-,1,,7,,34,,37,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
CALIFORNIA,2017,32,2,,7,,19,,243,,245,,,-,1,,8,,12,,134,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
INDIANA,2017,32,,-,3,,10,,83,,134,,,-,0,,1,,,-,6,,,-,0,,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
MOUNTAIN,2017,32,19,,13,,118,,374,,511,,,-,0,,3,,2,,44,,,-,0,,1,,1,,,-,,
SOUTH DAKOTA,2017,32,,-,3,,7,,74,,106,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
VIRGINIA,2017,32,1,,3,,15,,84,,130,,,-,0,,3,,3,,20,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
SOUTH CAROLINA,2017,32,,-,1,,8,,24,,51,,,-,0,,0,,,-,12,,,-,0,,0,,,-,1,,"SOUTH CAROLINA
(34.009286, -81.037094)",
IOWA,2017,32,1,,9,,65,,232,,345,,,-,0,,1,,,-,12,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MINNESOTA,2017,32,,-,0,,31,,,-,262,,,-,0,,2,,,-,17,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEW HAMPSHIRE,2017,32,,-,0,,8,,23,,36,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KENTUCKY,2017,32,2,,2,,7,,45,,80,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
LOUISIANA,2017,32,,-,1,,7,,12,,64,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MICHIGAN,2017,32,,-,6,,21,,179,,248,,,-,0,,2,,2,,12,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
W.S. CENTRAL,2017,32,41,,18,,92,,461,,533,,,-,0,,5,,8,,29,,,-,0,,1,,1,,1,,,
ARKANSAS,2017,32,4,,2,,5,,54,,40,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MISSISSIPPI,2017,32,5,,1,,3,,33,,26,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WYOMING,2017,32,,-,0,,3,,3,,12,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
S. ATLANTIC,2017,32,7,,24,,76,,632,,903,,,-,0,,8,,15,,132,,,-,0,,0,,,-,1,,,
AMER. SAMOA,2017,32,,N,0,,0,,,N,,N,,-,0,,4,,26,,,-,,-,0,,0,,,-,,-,,
ALABAMA,2017,32,,-,4,,25,,83,,131,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NORTH CAROLINA,2017,32,,-,3,,17,,51,,167,,,-,0,,1,,,-,11,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
UNITED STATES,2017,32,149,,159,,757,,4424,,5947,,,-,5,,33,,93,,695,,,-,0,,1,,5,,7,,,
MID. ATLANTIC,2017,32,21,,18,,73,,500,,500,,,-,1,,10,,18,,147,,,-,0,,1,,1,,3,,,
MAINE,2017,32,1,,1,,5,,31,,27,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2017,32,,-,0,,2,,11,,6,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
W.N. CENTRAL,2017,32,12,,23,,137,,618,,1146,,,-,0,,3,,3,,46,,,-,0,,0,,,-,,-,,
MISSOURI,2017,32,7,,5,,23,,151,,214,,,-,0,,1,,,-,8,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
GEORGIA,2017,32,6,,7,,22,,207,,186,,,-,0,,1,,3,,15,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
KANSAS,2017,32,,-,2,,7,,38,,77,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
UTAH,2017,32,4,,2,,23,,69,,94,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NORTH DAKOTA,2017,32,,-,0,,3,,28,,32,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ILLINOIS,2017,32,,-,5,,50,,135,,181,,,-,0,,4,,1,,21,,,-,0,,1,,2,,,-,"ILLINOIS
(40.477092, -88.993221)",
ALASKA,2017,32,,-,0,,2,,4,,6,,,-,0,,2,,1,,2,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
DIST. OF COL.,2017,32,,-,0,,3,,6,,9,,,-,0,,1,,4,,12,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
GUAM,2017,32,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
C.N.M.I.,2017,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEVADA,2017,32,,-,0,,2,,15,,8,,,-,0,,1,,,-,4,,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
VERMONT,2017,32,1,,1,,11,,24,,18,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
WASHINGTON,2017,32,,-,0,,131,,45,,,-,,-,0,,2,,8,,12,,,-,0,,0,,,-,1,,"WASHINGTON
(47.517368, -120.467672)",
FLORIDA,2017,32,,-,9,,31,,226,,290,,,-,0,,4,,5,,51,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
E.N. CENTRAL,2017,32,34,,35,,301,,979,,1379,,,-,0,,8,,16,,50,,,-,0,,1,,2,,1,,,
TENNESSEE,2017,32,3,,3,,10,,70,,87,,,-,0,,2,,3,,6,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEW YORK CITY,2017,32,6,,4,,12,,102,,73,,,-,0,,5,,11,,70,,,-,0,,0,,,-,,-,,
E.S. CENTRAL,2017,32,10,,8,,41,,231,,324,,,-,0,,2,,5,,9,,,-,0,,0,,,-,,-,,
OKLAHOMA,2017,32,9,,2,,60,,67,,100,,,-,0,,1,,1,,4,,,-,0,,1,,1,,,-,"OKLAHOMA
(35.468494, -97.521264)",
ARIZONA,2017,33,2,,3,,82,,72,,216,,,-,0,,1,,1,,12,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
SOUTH DAKOTA,2017,33,,-,2,,7,,76,,113,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
C.N.M.I.,2017,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
COLORADO,2017,33,13,,3,,14,,108,,126,,,-,0,,2,,1,,14,,,-,0,,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
MISSOURI,2017,33,7,,5,,23,,163,,229,,,-,0,,1,,,-,9,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
W.N. CENTRAL,2017,33,20,,23,,137,,673,,1283,,,-,0,,3,,3,,48,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,33,3,,4,,12,,105,,80,,,-,0,,5,,11,,72,,,-,0,,0,,,-,,-,,
MAINE,2017,33,,-,1,,5,,32,,30,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
OKLAHOMA,2017,33,10,,2,,60,,77,,106,,,-,0,,1,,1,,4,,,-,0,,1,,1,,,-,"OKLAHOMA
(35.468494, -97.521264)",
MONTANA,2017,33,1,,1,,6,,47,,44,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
S. ATLANTIC,2017,33,5,,24,,76,,660,,978,,,-,0,,8,,17,,140,,,-,0,,0,,,-,1,,,
KANSAS,2017,33,,-,1,,7,,38,,81,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NEW HAMPSHIRE,2017,33,,-,0,,8,,25,,39,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALABAMA,2017,33,,-,4,,25,,83,,153,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
GUAM,2017,33,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
LOUISIANA,2017,33,,-,1,,7,,12,,68,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
TEXAS,2017,33,21,,14,,33,,351,,346,,1,,0,,3,,9,,20,,,-,0,,1,,,-,1,,"TEXAS
(31.827233, -99.423022)",
MOUNTAIN,2017,33,18,,13,,118,,405,,615,,,-,0,,2,,3,,46,,,-,0,,1,,1,,,-,,
WYOMING,2017,33,,-,0,,3,,3,,12,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
VIRGIN ISL.,2017,33,,-,0,,0,,,-,,-,,-,0,,1,,1,,9,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MASSACHUSETTS,2017,33,,-,3,,13,,81,,123,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
WISCONSIN,2017,33,11,,12,,55,,326,,476,,,-,0,,2,,11,,5,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
CONNECTICUT,2017,33,1,,1,,6,,42,,34,,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
NORTH DAKOTA,2017,33,1,,0,,3,,30,,32,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
VIRGINIA,2017,33,2,,3,,15,,92,,140,,,-,0,,3,,3,,23,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
WASHINGTON,2017,33,,-,0,,131,,45,,,-,,-,0,,2,,8,,13,,,-,0,,0,,,-,1,,"WASHINGTON
(47.517368, -120.467672)",
NEW JERSEY,2017,33,,-,2,,23,,46,,79,,,-,0,,4,,2,,37,,,-,0,,1,,,-,4,,"NEW JERSEY
(40.104655, -74.386686)",
MARYLAND,2017,33,,-,1,,10,,26,,48,,,-,0,,1,,,-,9,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
OREGON,2017,33,5,,4,,26,,134,,171,,,-,0,,1,,,-,12,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
INDIANA,2017,33,,-,3,,10,,88,,141,,,-,0,,1,,,-,6,,,-,0,,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
NEW YORK,2017,33,5,,5,,25,,154,,152,,,-,0,,3,,3,,28,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
UNITED STATES,2017,33,137,,160,,757,,4739,,6687,,1,,5,,33,,100,,729,,,-,0,,1,,5,,8,,,
AMER. SAMOA,2017,33,,N,0,,0,,,N,,N,,-,1,,16,,95,,,-,,-,0,,0,,,-,,-,,
PENNSYLVANIA,2017,33,9,,7,,27,,220,,249,,,-,0,,2,,3,,15,,,-,0,,1,,1,,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
ILLINOIS,2017,33,,-,5,,30,,152,,211,,,-,0,,4,,1,,24,,,-,0,,1,,2,,,-,"ILLINOIS
(40.477092, -88.993221)",
WEST VIRGINIA,2017,33,,-,0,,7,,5,,21,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
W.S. CENTRAL,2017,33,31,,18,,92,,496,,564,,1,,0,,5,,10,,30,,,-,0,,1,,1,,1,,,
HAWAII,2017,33,,-,0,,3,,2,,1,,,-,0,,1,,4,,53,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW ENGLAND,2017,33,1,,7,,24,,215,,255,,,-,0,,1,,1,,22,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,33,17,,18,,73,,525,,560,,,-,1,,10,,19,,152,,,-,0,,1,,1,,4,,,
TENNESSEE,2017,33,1,,3,,10,,71,,97,,,-,0,,2,,3,,6,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NORTH CAROLINA,2017,33,,-,2,,17,,51,,182,,,-,0,,1,,,-,12,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
KENTUCKY,2017,33,,-,2,,7,,45,,87,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2017,33,,-,0,,31,,,-,293,,,-,0,,2,,,-,18,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
VERMONT,2017,33,,-,1,,11,,24,,22,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
E.S. CENTRAL,2017,33,2,,8,,41,,233,,365,,,-,0,,2,,5,,10,,,-,0,,0,,,-,,-,,
UTAH,2017,33,1,,2,,23,,74,,98,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
PACIFIC,2017,33,9,,15,,143,,476,,438,,,-,1,,11,,25,,224,,,-,0,,0,,,-,1,,,
CALIFORNIA,2017,33,4,,8,,24,,290,,260,,,-,1,,8,,12,,142,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
DELAWARE,2017,33,1,,0,,2,,8,,13,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
RHODE ISLAND,2017,33,,-,0,,2,,11,,7,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
IOWA,2017,33,3,,9,,65,,259,,410,,,-,0,,1,,,-,12,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
SOUTH CAROLINA,2017,33,,-,1,,8,,24,,55,,,-,0,,0,,,-,12,,,-,0,,0,,,-,1,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEBRASKA,2017,33,9,,4,,16,,107,,125,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
GEORGIA,2017,33,2,,7,,22,,214,,208,,,-,0,,1,,4,,16,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MISSISSIPPI,2017,33,1,,1,,5,,34,,28,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
ARKANSAS,2017,33,,-,2,,6,,56,,44,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
IDAHO,2017,33,1,,1,,7,,47,,71,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
OHIO,2017,33,23,,11,,207,,311,,534,,,-,0,,2,,3,,6,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
PUERTO RICO,2017,33,,-,0,,0,,,-,1,,,-,0,,3,,9,,183,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MICHIGAN,2017,33,,-,6,,20,,179,,267,,,-,0,,2,,2,,13,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NEVADA,2017,33,,-,0,,2,,15,,9,,,-,0,,1,,,-,5,,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
DIST. OF COL.,2017,33,,-,0,,2,,6,,9,,,-,0,,1,,4,,12,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
ALASKA,2017,33,,-,0,,2,,5,,6,,,-,0,,2,,1,,4,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
E.N. CENTRAL,2017,33,34,,35,,301,,1056,,1629,,,-,0,,8,,17,,54,,,-,0,,1,,2,,1,,,
FLORIDA,2017,33,,-,9,,31,,234,,302,,,-,0,,3,,6,,54,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NEW MEXICO,2017,33,,-,1,,7,,39,,39,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MISSISSIPPI,2017,34,1,,1,,5,,36,,31,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH DAKOTA,2017,34,,-,2,,7,,76,,116,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
W.N. CENTRAL,2017,34,13,,23,,129,,712,,1412,,,-,0,,3,,3,,51,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2017,34,,-,0,,2,,6,,9,,,-,0,,1,,4,,12,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
LOUISIANA,2017,34,,-,0,,7,,12,,73,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
KENTUCKY,2017,34,3,,2,,6,,48,,91,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MAINE,2017,34,,-,1,,5,,32,,31,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
VERMONT,2017,34,1,,1,,11,,25,,26,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
SOUTH CAROLINA,2017,34,,-,1,,8,,24,,59,,,-,0,,0,,,-,12,,,-,0,,0,,,-,1,,"SOUTH CAROLINA
(34.009286, -81.037094)",
VIRGIN ISL.,2017,34,,-,0,,0,,,-,,-,,-,0,,1,,1,,9,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
IOWA,2017,34,,-,9,,64,,259,,474,,,-,0,,1,,,-,12,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MISSOURI,2017,34,5,,5,,23,,173,,250,,,-,0,,1,,,-,10,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
TEXAS,2017,34,28,,14,,35,,397,,374,,2,,0,,3,,11,,23,,,-,0,,1,,,-,1,,"TEXAS
(31.827233, -99.423022)",
S. ATLANTIC,2017,34,8,,24,,76,,693,,1032,,,-,0,,4,,17,,144,,,-,0,,0,,,-,1,,,
RHODE ISLAND,2017,34,,-,0,,2,,14,,8,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW JERSEY,2017,34,,-,2,,23,,52,,89,,,-,0,,4,,2,,38,,,-,0,,0,,,-,4,,"NEW JERSEY
(40.104655, -74.386686)",
COLORADO,2017,34,8,,3,,13,,116,,137,,,-,0,,2,,1,,14,,,-,0,,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
OHIO,2017,34,,-,11,,207,,311,,722,,,-,0,,2,,3,,6,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
W.S. CENTRAL,2017,34,42,,18,,92,,558,,609,,2,,0,,5,,12,,35,,,-,0,,1,,1,,1,,,
NORTH DAKOTA,2017,34,,-,0,,4,,33,,32,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ARKANSAS,2017,34,6,,2,,6,,64,,48,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
GEORGIA,2017,34,2,,7,,20,,228,,220,,,-,0,,1,,4,,17,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
E.N. CENTRAL,2017,34,7,,35,,301,,1079,,1910,,,-,0,,8,,19,,62,,,-,0,,1,,2,,1,,,
NEVADA,2017,34,,-,0,,2,,15,,9,,,-,0,,1,,,-,5,,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
CONNECTICUT,2017,34,,-,1,,6,,46,,37,,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
UNITED STATES,2017,34,117,,160,,757,,5020,,7445,,2,,5,,30,,107,,759,,,-,0,,1,,5,,8,,,
MONTANA,2017,34,,-,1,,6,,47,,46,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
PENNSYLVANIA,2017,34,2,,7,,27,,227,,261,,,-,0,,2,,3,,16,,,-,0,,1,,1,,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
PACIFIC,2017,34,13,,15,,143,,508,,460,,,-,1,,9,,27,,229,,,-,0,,0,,,-,1,,,
WEST VIRGINIA,2017,34,,-,0,,7,,6,,23,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MICHIGAN,2017,34,,-,6,,20,,179,,286,,,-,0,,2,,2,,15,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
KANSAS,2017,34,,-,2,,7,,53,,86,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
IDAHO,2017,34,1,,1,,7,,49,,74,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
INDIANA,2017,34,,-,3,,10,,91,,148,,,-,0,,1,,,-,7,,,-,0,,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
PUERTO RICO,2017,34,,-,0,,0,,,-,1,,,-,0,,3,,9,,185,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
