Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections§ , Dengue, Current week","Dengue virus infections§ , Dengue, Current week, flag ","Dengue virus infections§ , Dengue, Previous 52 weeks Max†","Dengue virus infections§ , Dengue, Previous 52 weeks Max†, flag","Dengue virus infections§ , Dengue, Cum 2019†","Dengue virus infections§ , Dengue, Cum 2019†, flag","Dengue virus infections§ , Dengue, Cum 2018†","Dengue virus infections§ , Dengue, Cum 2018†, flag","Dengue virus infections§ s, Dengue-like illness, Current week","Dengue virus infections§ , Dengue-like illness, Current week, flag ","Dengue virus infections§ , Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections§ , Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections§ , Dengue-like illness, Cum 2019†","Dengue virus infections§ , Dengue-like illness, Cum 2019†, flag","Dengue virus infections§ , Dengue-like illness, Cum 2018†","Dengue virus infections§ , Dengue-like illness, Cum 2018†, flag","Dengue virus infections§ , Severe dengue, Current week","Dengue virus infections§ , Severe dengue, Current week, flag","Dengue virus infections§ , Severe dengue, Previous 52 weeks Max†","Dengue virus infections§ , Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections§ , Severe dengue,  Cum 2019†","Dengue virus infections§ , Severe dengue,  Cum 2019†, flag","Dengue virus infections§ , Severe dengue,  Cum 2018†","Dengue virus infections§ , Severe dengue, Cum 2018†, flag",Location 1,Location 2
TEXAS,2019,14,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
U.S. VIRGIN ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
KENTUCKY,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
HAWAII,2019,14,,-,2,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
PUERTO RICO,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEBRASKA,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
WYOMING,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
COLORADO,2019,14,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MISSISSIPPI,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
RHODE ISLAND,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
OKLAHOMA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ALABAMA,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
VERMONT,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
IOWA,2019,14,,-,4,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
NEW ENGLAND,2019,14,,-,2,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND
US TERRITORIES,2019,14,,-,1,,,-,151,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
PACIFIC,2019,14,,-,8,,17,,19,,,-,1,,1,,,-,,-,1,,,-,,-,,PACIFIC
AMERICAN SAMOA,2019,14,,-,0,,,-,150,,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
TENNESSEE,2019,14,,-,2,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MICHIGAN,2019,14,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
CALIFORNIA,2019,14,,-,7,,9,,9,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
MAINE,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
DELAWARE,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NON-US RESIDENTS,2019,14,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
OHIO,2019,14,,-,2,,,-,1,,,-,1,,1,,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
EAST SOUTH CENTRAL,2019,14,,-,3,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
MASSACHUSETTS,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
ILLINOIS,2019,14,,-,2,,2,,2,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
NEW JERSEY,2019,14,,-,5,,7,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
VIRGINIA,2019,14,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
LOUISIANA,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
SOUTH DAKOTA,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MONTANA,2019,14,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEW MEXICO,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
ARIZONA,2019,14,,-,1,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
US RESIDENTS,2019,14,,-,21,,78,,41,,,-,1,,2,,1,,,-,1,,,-,,-,,US RESIDENTS
WEST VIRGINIA,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MOUNTAIN,2019,14,,-,2,,3,,1,,,-,1,,,-,,-,,-,1,,,-,,-,,MOUNTAIN
IDAHO,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
SOUTH CAROLINA,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
SOUTH ATLANTIC,2019,14,,-,12,,28,,6,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC
DISTRICT OF COLUMBIA,2019,14,,-,1,,,-,1,,,-,1,,,-,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
PENNSYLVANIA,2019,14,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW HAMPSHIRE,2019,14,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WISCONSIN,2019,14,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
WEST NORTH CENTRAL,2019,14,,-,5,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL
WASHINGTON,2019,14,,-,2,,5,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MINNESOTA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEVADA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MIDDLE ATLANTIC,2019,14,,-,5,,20,,7,,,-,1,,,-,,-,,-,0,,,-,,-,MIDDLE ATLANTIC,
CONNECTICUT,2019,14,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
NORTH CAROLINA,2019,15,,-,2,,3,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH CAROLINA,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
PUERTO RICO,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
WEST SOUTH CENTRAL,2019,15,,-,3,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL
ARKANSAS,2019,15,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
KENTUCKY,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NON-US RESIDENTS,2019,15,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
AMERICAN SAMOA,2019,15,,-,0,,,-,150,,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
OKLAHOMA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
WYOMING,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
WEST VIRGINIA,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEVADA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
INDIANA,2019,15,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
UTAH,2019,15,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW JERSEY,2019,15,,-,5,,7,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
MICHIGAN,2019,15,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MISSOURI,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
ALABAMA,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
MAINE,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
MINNESOTA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
SOUTH DAKOTA,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
TOTAL,2019,15,1,,21,,83,,195,,,-,1,,2,,1,,,-,1,,,-,,-,,TOTAL
GEORGIA,2019,15,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
EAST NORTH CENTRAL,2019,15,,-,4,,5,,5,,,-,1,,1,,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL
MASSACHUSETTS,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
CALIFORNIA,2019,15,,-,7,,9,,10,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
NEW MEXICO,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
COLORADO,2019,15,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
GUAM,2019,15,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MONTANA,2019,15,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ARIZONA,2019,15,,-,1,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEW YORK,2019,15,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
VIRGINIA,2019,15,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
FLORIDA,2019,15,,-,9,,19,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
PACIFIC,2019,15,,-,8,,19,,20,,,-,1,,1,,,-,,-,1,,,-,,-,,PACIFIC
US TERRITORIES,2019,15,,-,1,,,-,151,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
US RESIDENTS,2019,15,1,,21,,83,,44,,,-,1,,2,,1,,,-,1,,,-,,-,,US RESIDENTS
MISSISSIPPI,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WASHINGTON,2019,15,,-,2,,7,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
TENNESSEE,2019,15,,-,2,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
PENNSYLVANIA,2019,15,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
EAST SOUTH CENTRAL,2019,15,,-,3,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
MOUNTAIN,2019,15,,-,2,,3,,1,,,-,1,,,-,,-,,-,1,,,-,,-,,MOUNTAIN
VERMONT,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
DELAWARE,2019,15,1,,0,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
TEXAS,2019,15,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
MIDDLE ATLANTIC,2019,15,,-,5,,21,,8,,,-,1,,,-,,-,,-,0,,,-,,-,MIDDLE ATLANTIC,
HAWAII,2019,15,,-,2,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
ILLINOIS,2019,15,,-,2,,2,,2,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
IDAHO,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
SOUTH ATLANTIC,2019,15,1,,12,,30,,7,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC
MARYLAND,2019,15,,-,2,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
NORTHERN MARIANA ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
WISCONSIN,2019,15,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NEW ENGLAND,2019,15,,-,2,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND
LOUISIANA,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
OREGON,2019,15,,-,1,,2,,3,,,-,1,,1,,,-,,-,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
NORTH DAKOTA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW HAMPSHIRE,2019,15,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CONNECTICUT,2019,15,,-,2,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
NEBRASKA,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
RHODE ISLAND,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
DISTRICT OF COLUMBIA,2019,15,,-,1,,,-,1,,,-,1,,,-,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
IOWA,2019,15,,-,4,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
NEW YORK CITY,2019,15,,-,3,,12,,3,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
KANSAS,2019,15,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
OHIO,2019,15,,-,2,,,-,1,,,-,1,,1,,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
U.S. VIRGIN ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ALASKA,2019,15,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
WEST NORTH CENTRAL,2019,15,,-,5,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL
TOTAL,2019,16,,-,24,,86,,196,,,-,1,,2,,1,,,-,1,,,-,,-,,TOTAL
PUERTO RICO,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
IDAHO,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
CONNECTICUT,2019,16,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
NORTH DAKOTA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
WASHINGTON,2019,16,,-,3,,8,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
COLORADO,2019,16,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
ALABAMA,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
RHODE ISLAND,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ARKANSAS,2019,16,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
EAST SOUTH CENTRAL,2019,16,,-,3,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
NEW YORK,2019,16,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
LOUISIANA,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
US RESIDENTS,2019,16,,-,24,,86,,45,,,-,1,,2,,1,,,-,1,,,-,,-,,US RESIDENTS
MOUNTAIN,2019,16,,-,2,,4,,1,,,-,1,,,-,,-,,-,1,,,-,,-,,MOUNTAIN
SOUTH ATLANTIC,2019,16,,-,11,,31,,7,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC
FLORIDA,2019,16,,-,9,,20,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
TEXAS,2019,16,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
WISCONSIN,2019,16,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
ILLINOIS,2019,16,,-,2,,2,,2,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
OHIO,2019,16,,-,2,,1,,1,,,-,1,,1,,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
US TERRITORIES,2019,16,,-,1,,,-,151,,,-,0,,,-,,-,,-,1,,,-,,-,,US TERRITORIES
HAWAII,2019,16,,-,2,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW ENGLAND,2019,16,,-,2,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND
ARIZONA,2019,16,,-,1,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MIDDLE ATLANTIC,2019,16,,-,5,,21,,8,,,-,1,,,-,,-,,-,0,,,-,,-,MIDDLE ATLANTIC,
KANSAS,2019,16,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
UTAH,2019,16,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
INDIANA,2019,16,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
KENTUCKY,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
U.S. VIRGIN ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ALASKA,2019,16,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
AMERICAN SAMOA,2019,16,,-,0,,,-,150,,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
TENNESSEE,2019,16,,-,2,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
WEST VIRGINIA,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
DELAWARE,2019,16,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MASSACHUSETTS,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NON-US RESIDENTS,2019,16,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
VERMONT,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
CALIFORNIA,2019,16,,-,7,,8,,10,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
NEVADA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NORTH CAROLINA,2019,16,,-,2,,3,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
EAST NORTH CENTRAL,2019,16,,-,4,,6,,5,,,-,1,,1,,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL
PACIFIC,2019,16,,-,8,,19,,20,,,-,1,,1,,,-,,-,1,,,-,,-,,PACIFIC
VIRGINIA,2019,16,,-,2,,2,,1,,,-,1,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
GUAM,2019,16,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW HAMPSHIRE,2019,16,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW JERSEY,2019,16,,-,5,,7,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
MAINE,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
MINNESOTA,2019,16,,-,2,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEBRASKA,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NORTHERN MARIANA ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
IOWA,2019,16,,-,4,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
SOUTH CAROLINA,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MICHIGAN,2019,16,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
WEST NORTH CENTRAL,2019,16,,-,6,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,,WEST NORTH CENTRAL
WEST SOUTH CENTRAL,2019,16,,-,3,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL
MISSISSIPPI,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MISSOURI,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
DISTRICT OF COLUMBIA,2019,16,,-,1,,,-,1,,,-,1,,,-,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
OREGON,2019,16,,-,1,,2,,3,,,-,1,,1,,,-,,-,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
SOUTH DAKOTA,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW MEXICO,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
WYOMING,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MONTANA,2019,16,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
