Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2016","Cryptosporidiosis, Cum 2016, flag","Cryptosporidiosis, Cum 2015","Cryptosporidiosis, Cum 2015, flag","Dengue§, Current week","Dengue§, Current week, flag","Dengue§, Previous 52 weeks Med","Dengue§, Previous 52 weeks Med, flag","Dengue§, Previous 52 weeks Max","Dengue§, Previous 52 weeks Max, flag","Dengue§, Cum 2016","Dengue§, Cum 2016, flag","Dengue§, Cum 2015","Dengue§, Cum 2015, flag","Dengue Severe, Current week","Dengue Severe, Current week, flag","Dengue Severe, Previous 52 weeks Med","Dengue Severe, Previous 52 weeks Med, flag","Dengue Severe, Previous 52 weeks Max","Dengue Severe, Previous 52 weeks Max, flag","Dengue Severe, Cum 2016","Dengue Severe, Cum 2016, flag","Dengue Severe, Cum 2015","Dengue Severe, Cum 2015, flag",Location 1,Location 2
IOWA,2016,13,,-,5,,20,,33,,47,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
UNITED STATES,2016,14,66,,129,,379,,1390,,1423,,,-,16,,43,,143,,121,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,14,2,,6,,22,,49,,67,,,-,0,,2,,2,,7,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,14,13,,12,,42,,147,,113,,,-,2,,7,,24,,31,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,14,1,,2,,13,,28,,16,,,-,0,,4,,,-,11,,,-,0,,0,,,-,,-,NEW YORK CITY,
E.N. CENTRAL,2016,14,13,,26,,89,,295,,290,,,-,1,,7,,5,,10,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,14,1,,13,,58,,120,,148,,,-,0,,3,,7,,2,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,14,14,,32,,93,,281,,311,,,-,3,,9,,31,,20,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,14,,-,0,,0,,,-,2,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2016,14,6,,10,,66,,101,,135,,,-,0,,1,,,-,8,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,14,9,,18,,49,,157,,127,,,-,0,,4,,5,,6,,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,14,4,,10,,26,,96,,95,,,-,1,,4,,7,,1,,,-,0,,0,,,-,,-,,
PACIFIC,2016,14,4,,12,,58,,144,,137,,,-,4,,30,,62,,36,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,14,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
C.N.M.I.,2016,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2016,14,,-,0,,0,,,-,,-,,-,0,,4,,10,,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
ARKANSAS,2016,14,3,,1,,7,,15,,10,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
VERMONT,2016,14,,-,0,,3,,,-,7,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
OHIO,2016,14,4,,7,,26,,89,,65,,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
WYOMING,2016,14,,-,0,,3,,,-,11,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
KENTUCKY,2016,14,3,,2,,6,,27,,15,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
IOWA,2016,14,,-,5,,20,,41,,51,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
COLORADO,2016,14,,-,2,,10,,1,,9,,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
NORTH DAKOTA,2016,14,,-,0,,2,,1,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ALASKA,2016,14,,-,0,,2,,4,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
KANSAS,2016,14,,-,2,,16,,14,,23,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
CALIFORNIA,2016,14,3,,7,,14,,66,,84,,,-,2,,6,,11,,28,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
MICHIGAN,2016,14,3,,4,,13,,55,,50,,,-,0,,3,,,-,2,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
SOUTH CAROLINA,2016,14,2,,1,,5,,24,,16,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW MEXICO,2016,14,,-,1,,5,,9,,7,,,-,0,,3,,4,,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
TENNESSEE,2016,14,1,,4,,22,,33,,37,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
ARIZONA,2016,14,,-,1,,5,,15,,10,,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEW YORK,2016,14,4,,4,,20,,43,,33,,,-,0,,3,,6,,5,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
ALABAMA,2016,14,2,,3,,41,,36,,74,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
LOUISIANA,2016,14,3,,2,,9,,27,,40,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
UTAH,2016,14,2,,3,,7,,32,,38,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
INDIANA,2016,14,,-,3,,9,,25,,46,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
OKLAHOMA,2016,14,,-,2,,9,,26,,7,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MINNESOTA,2016,14,,-,0,,0,,,-,,-,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
IDAHO,2016,14,2,,2,,8,,28,,14,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
GUAM,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ILLINOIS,2016,14,,-,3,,60,,28,,38,,,-,0,,4,,,-,4,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
RHODE ISLAND,2016,14,,-,0,,4,,2,,2,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
SOUTH DAKOTA,2016,14,,-,3,,19,,32,,26,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MISSISSIPPI,2016,14,,-,0,,2,,5,,9,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
PENNSYLVANIA,2016,14,8,,6,,17,,71,,59,,,-,0,,3,,5,,3,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
GEORGIA,2016,14,2,,6,,17,,62,,64,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MASSACHUSETTS,2016,14,,-,4,,12,,32,,30,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
PUERTO RICO,2016,14,,-,0,,0,,,-,,-,,-,1,,21,,72,,21,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
HAWAII,2016,14,,-,0,,5,,,-,,-,,-,1,,25,,46,,3,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
OREGON,2016,14,1,,4,,12,,67,,41,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
NEBRASKA,2016,14,1,,3,,21,,32,,25,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
VIRGINIA,2016,14,4,,4,,46,,36,,29,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
TEXAS,2016,14,3,,13,,33,,89,,70,,,-,0,,3,,4,,4,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
MISSOURI,2016,14,,-,0,,0,,,-,18,,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
NEW JERSEY,2016,14,,-,0,,4,,5,,5,,,-,1,,4,,13,,12,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
NEVADA,2016,14,,-,0,,3,,4,,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NORTH CAROLINA,2016,14,,-,2,,62,,19,,25,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
WISCONSIN,2016,14,6,,9,,30,,98,,91,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2016,14,,-,0,,3,,,-,2,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MAINE,2016,14,2,,0,,4,,5,,12,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
MARYLAND,2016,14,2,,1,,7,,17,,12,,,-,0,,2,,5,,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
CONNECTICUT,2016,14,,-,1,,10,,7,,11,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MONTANA,2016,14,,-,1,,4,,7,,4,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
FLORIDA,2016,14,4,,13,,57,,123,,159,,,-,1,,6,,18,,9,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
WASHINGTON,2016,14,,-,0,,38,,7,,11,,,-,0,,3,,5,,4,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW HAMPSHIRE,2016,14,,-,0,,3,,3,,5,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DELAWARE,2016,14,,-,0,,2,,,-,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
UNITED STATES,2016,15,51,,130,,381,,1498,,1523,,,-,16,,43,,151,,128,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,15,1,,6,,26,,54,,70,,,-,0,,2,,2,,7,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,15,11,,12,,42,,159,,121,,,-,2,,7,,28,,32,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,15,,-,2,,13,,28,,17,,,-,0,,4,,,-,11,,,-,0,,0,,,-,,-,NEW YORK CITY,
E.N. CENTRAL,2016,15,10,,25,,90,,327,,305,,,-,1,,7,,8,,10,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,15,1,,14,,58,,135,,156,,,-,0,,3,,7,,2,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,15,9,,32,,94,,292,,328,,,-,3,,9,,31,,22,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,15,,-,0,,1,,,-,2,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2016,15,4,,10,,66,,108,,147,,,-,0,,1,,,-,8,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,15,5,,19,,49,,168,,147,,,-,0,,4,,6,,6,,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,15,1,,10,,26,,97,,103,,,-,1,,4,,7,,1,,,-,0,,0,,,-,,-,,
PACIFIC,2016,15,9,,12,,58,,158,,146,,,-,4,,30,,62,,40,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,15,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
C.N.M.I.,2016,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2016,15,,-,0,,0,,,-,,-,,-,0,,4,,10,,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
NEBRASKA,2016,15,,-,3,,21,,32,,26,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
VIRGINIA,2016,15,1,,4,,46,,38,,33,,,-,0,,2,,3,,4,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MINNESOTA,2016,15,,-,0,,0,,,-,,-,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
ALASKA,2016,15,,-,0,,2,,4,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
PUERTO RICO,2016,15,,-,0,,0,,,-,,-,,-,1,,19,,71,,22,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MICHIGAN,2016,15,1,,4,,13,,61,,53,,,-,0,,3,,3,,2,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
INDIANA,2016,15,,-,3,,9,,36,,46,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
NEW HAMPSHIRE,2016,15,,-,0,,3,,3,,7,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CONNECTICUT,2016,15,,-,1,,10,,8,,11,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MAINE,2016,15,1,,0,,4,,6,,12,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
KANSAS,2016,15,,-,2,,16,,17,,23,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NEW JERSEY,2016,15,,-,0,,4,,5,,5,,,-,1,,4,,16,,13,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
DELAWARE,2016,15,,-,0,,2,,,-,2,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ARKANSAS,2016,15,1,,1,,8,,16,,11,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MONTANA,2016,15,1,,1,,4,,8,,4,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
TEXAS,2016,15,4,,13,,33,,99,,83,,,-,0,,3,,5,,4,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
ARIZONA,2016,15,,-,1,,5,,15,,10,,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MARYLAND,2016,15,,-,1,,7,,18,,13,,,-,0,,2,,5,,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
PENNSYLVANIA,2016,15,7,,6,,17,,79,,63,,,-,0,,3,,6,,3,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
OHIO,2016,15,9,,7,,26,,98,,70,,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
NEW MEXICO,2016,15,,-,1,,5,,9,,8,,,-,0,,3,,4,,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
RHODE ISLAND,2016,15,,-,0,,4,,2,,2,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW YORK,2016,15,4,,4,,20,,47,,36,,,-,0,,3,,6,,5,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
WASHINGTON,2016,15,,-,0,,38,,7,,11,,,-,0,,3,,5,,4,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
IOWA,2016,15,,-,5,,20,,51,,56,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
ALABAMA,2016,15,2,,2,,41,,39,,78,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
SOUTH DAKOTA,2016,15,1,,3,,19,,33,,28,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
KENTUCKY,2016,15,2,,2,,6,,29,,17,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
COLORADO,2016,15,,-,2,,10,,1,,10,,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
ILLINOIS,2016,15,,-,3,,60,,29,,39,,,-,0,,4,,,-,4,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
NORTH CAROLINA,2016,15,,-,2,,62,,19,,25,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH CAROLINA,2016,15,2,,1,,5,,26,,16,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
CALIFORNIA,2016,15,4,,7,,14,,73,,88,,,-,2,,6,,11,,32,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
IDAHO,2016,15,,-,2,,8,,28,,16,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
HAWAII,2016,15,,-,0,,5,,,-,,-,,-,1,,25,,46,,3,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
UTAH,2016,15,,-,3,,7,,32,,41,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MASSACHUSETTS,2016,15,,-,4,,12,,32,,31,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
VERMONT,2016,15,,-,1,,7,,3,,7,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
WYOMING,2016,15,,-,0,,3,,,-,12,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
OKLAHOMA,2016,15,,-,2,,9,,26,,8,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NORTH DAKOTA,2016,15,,-,0,,2,,2,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
GUAM,2016,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEVADA,2016,15,,-,0,,3,,4,,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
FLORIDA,2016,15,3,,12,,57,,126,,166,,,-,1,,6,,18,,9,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MISSOURI,2016,15,,-,0,,0,,,-,18,,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
LOUISIANA,2016,15,,-,2,,9,,27,,45,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
GEORGIA,2016,15,3,,6,,17,,65,,69,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
TENNESSEE,2016,15,,-,4,,22,,33,,41,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
WISCONSIN,2016,15,,-,9,,30,,103,,97,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
OREGON,2016,15,5,,4,,12,,74,,46,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
MISSISSIPPI,2016,15,,-,1,,2,,7,,11,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WEST VIRGINIA,2016,15,,-,0,,3,,,-,2,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
UNITED STATES,2016,16,73,,128,,385,,1643,,1635,,,-,16,,43,,160,,137,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,16,2,,6,,26,,60,,75,,,-,0,,2,,3,,7,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,16,19,,12,,42,,179,,134,,,-,2,,7,,30,,33,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,16,6,,2,,13,,34,,20,,,-,0,,4,,,-,11,,,-,0,,0,,,-,,-,NEW YORK CITY,
E.N. CENTRAL,2016,16,13,,25,,90,,360,,334,,,-,1,,7,,9,,11,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,16,4,,14,,58,,154,,167,,,-,0,,3,,7,,2,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,16,15,,32,,96,,324,,343,,,-,3,,9,,34,,25,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,16,,-,0,,1,,,-,2,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2016,16,2,,9,,66,,112,,152,,,-,0,,1,,1,,8,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,16,10,,19,,49,,189,,163,,,-,0,,4,,7,,6,,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,16,4,,10,,26,,101,,113,,,-,1,,4,,7,,2,,,-,0,,0,,,-,,-,,
PACIFIC,2016,16,4,,12,,58,,164,,154,,,-,4,,30,,62,,43,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,16,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
C.N.M.I.,2016,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2016,16,,-,0,,0,,,-,,-,,-,0,,4,,10,,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
ARIZONA,2016,16,2,,1,,5,,16,,12,,,-,0,,4,,,-,2,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
GUAM,2016,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
IDAHO,2016,16,1,,2,,8,,29,,17,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
OKLAHOMA,2016,16,,-,2,,9,,28,,9,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEBRASKA,2016,16,4,,3,,21,,36,,27,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
HAWAII,2016,16,,-,0,,5,,,-,,-,,-,1,,25,,46,,4,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
DELAWARE,2016,16,,-,0,,2,,,-,2,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
LOUISIANA,2016,16,,-,2,,9,,27,,47,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MICHIGAN,2016,16,3,,4,,13,,67,,55,,,-,0,,3,,3,,2,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
WISCONSIN,2016,16,3,,9,,30,,114,,106,,,-,0,,2,,2,,1,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
RHODE ISLAND,2016,16,,-,0,,4,,2,,2,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MONTANA,2016,16,,-,1,,4,,8,,4,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MISSOURI,2016,16,,-,0,,0,,,-,18,,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
NORTH CAROLINA,2016,16,,-,3,,62,,27,,25,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
ALASKA,2016,16,1,,0,,2,,5,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
ILLINOIS,2016,16,,-,3,,60,,34,,41,,,-,0,,4,,,-,5,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
GEORGIA,2016,16,2,,6,,19,,72,,72,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
IOWA,2016,16,,-,5,,20,,64,,61,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
OHIO,2016,16,7,,7,,26,,105,,80,,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
TENNESSEE,2016,16,,-,4,,22,,33,,42,,,-,0,,1,,1,,7,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
INDIANA,2016,16,,-,3,,9,,40,,52,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MAINE,2016,16,2,,0,,4,,8,,12,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
VERMONT,2016,16,,-,1,,7,,3,,8,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MINNESOTA,2016,16,,-,0,,0,,,-,,-,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
NEW MEXICO,2016,16,,-,1,,5,,9,,8,,,-,0,,3,,4,,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
