Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections, Dengue, Current week","Dengue virus infections, Dengue, Current week, flag","Dengue virus infections, Dengue, Previous 52 weeks Max†","Dengue virus infections, Dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue, Cum 2020†","Dengue virus infections, Dengue, Cum 2020†, flag","Dengue virus infections, Dengue, Cum 2019†","Dengue virus infections, Dengue, Cum 2019†, flag","Dengue virus infections, Dengue-like illness, Current week","Dengue virus infections, Dengue-like illness, Current week, flag","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue-like illness, Cum 2020†","Dengue virus infections, Dengue-like illness, Cum 2020†, flag","Dengue virus infections, Dengue-like illness, Cum 2019†","Dengue virus infections, Dengue-like illness, Cum 2019†, flag","Dengue virus infections, Severe dengue, Current week","Dengue virus infections, Severe dengue, Current week, flag","Dengue virus infections, Severe dengue, Previous 52 weeks Max†","Dengue virus infections, Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Severe dengue,  Cum 2020†","Dengue virus infections, Severe dengue,  Cum 2020†, flag","Dengue virus infections, Severe dengue,  Cum 2019†","Dengue virus infections, Severe dengue, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
MISSISSIPPI,2020,25,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20202541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,25,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20202527,POINT (-100.230491 44.43614)
WYOMING,2020,25,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20202556,POINT (-107.55145 42.999627)
MISSOURI,2020,25,,-,4,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20202524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,25,,-,16,,7,,39,,,-,1,,,-,,-,,-,1,,,-,,-,,MIDDLE ATLANTIC,20202509,
CALIFORNIA,2020,25,,-,18,,21,,44,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20202559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,25,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20202537,POINT (-80.613729 38.642579)
FLORIDA,2020,25,,-,27,,28,,44,,,-,0,,,-,,-,,-,2,,,-,2,,FLORIDA,,20202531,POINT (-82.420978 28.260731)
MONTANA,2020,25,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20202552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,25,,-,4,,5,,2,,,-,0,,,-,1,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20202520,
MASSACHUSETTS,2020,25,,-,3,,5,,7,,,-,1,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20202505,POINT (-71.481104 42.151077)
MOUNTAIN,2020,25,,-,5,,9,,11,,,-,2,,1,,1,,,-,1,,,-,,-,,MOUNTAIN,20202548,
INDIANA,2020,25,,-,2,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20202516,POINT (-86.2818 39.919991)
US TERRITORIES,2020,25,,-,19,,186,,5,,,-,4,,21,,2,,,-,2,,8,,1,,,US TERRITORIES,20202563,
KENTUCKY,2020,29,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20202940,POINT (-85.290484 37.526683)
MISSISSIPPI,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20202941,POINT (-89.65344 32.713378)
TENNESSEE,2020,29,,-,1,,2,,2,,,-,0,,,-,,-,,-,1,,,-,,-,TENNESSEE,,20202942,POINT (-86.343226 35.842998)
ARKANSAS,2020,29,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20202944,POINT (-92.439162 34.899825)
LOUISIANA,2020,29,,-,1,,3,,2,,,-,1,,,-,1,,,-,0,,,-,,-,LOUISIANA,,20202945,POINT (-91.840238 30.921314)
OKLAHOMA,2020,29,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20202946,POINT (-97.508297 35.583449)
ARIZONA,2020,29,,-,2,,4,,2,,,-,1,,,-,,-,,-,0,,,-,,-,ARIZONA,,20202949,POINT (-111.664616 34.293239)
COLORADO,2020,29,,-,3,,3,,6,,,-,1,,,-,1,,,-,1,,,-,,-,COLORADO,,20202950,POINT (-105.547832 38.998552)
IDAHO,2020,29,,-,0,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,IDAHO,,20202951,POINT (-114.659366 44.389073)
MONTANA,2020,29,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20202952,POINT (-109.645127 47.033521)
NEW MEXICO,2020,29,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20202954,POINT (-106.108388 34.421369)
UTAH,2020,29,,-,2,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20202955,POINT (-111.678222 39.323779)
WYOMING,2020,29,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20202956,POINT (-107.55145 42.999627)
CALIFORNIA,2020,29,,-,18,,28,,76,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20202959,POINT (-119.662127 37.211164)
HAWAII,2020,29,,-,5,,4,,4,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20202960,POINT (-157.854309 21.361013)
AMERICAN SAMOA,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20202964,
NORTHERN MARIANA ISLANDS,2020,29,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20202965,POINT (145.725693 15.1834)
GUAM,2020,29,,-,6,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20202966,POINT (144.653198 13.3532)
PUERTO RICO,2020,29,,-,19,,232,,6,,,-,4,,27,,2,,,-,2,,8,,1,,PUERTO RICO,,20202967,POINT (-66.414655 18.215692)
U.S. VIRGIN ISLANDS,2020,29,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20202968,POINT (-64.840836 18.060868)
MARYLAND,2020,34,,-,4,,2,,9,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20203433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,34,,-,1,,,-,7,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20203435,POINT (-80.864614 33.878572)
OKLAHOMA,2020,34,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20203446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,34,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20203465,POINT (145.725693 15.1834)
OHIO,2020,34,,-,2,,2,,5,,,-,0,,,-,1,,,-,0,,,-,,-,OHIO,,20203418,POINT (-82.70936 40.415534)
MINNESOTA,2020,34,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20203423,POINT (-94.198308 46.349153)
LOUISIANA,2020,34,,-,1,,3,,2,,,-,1,,,-,2,,,-,0,,,-,,-,LOUISIANA,,20203445,POINT (-91.840238 30.921314)
HAWAII,2020,34,,-,5,,4,,5,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20203460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,34,1,,34,,87,,173,,,-,1,,1,,5,,,-,2,,,-,7,,,SOUTH ATLANTIC,20203428,
PENNSYLVANIA,2020,34,,-,4,,3,,12,,,-,0,,,-,,-,,-,1,,,-,1,,PENNSYLVANIA,,20203413,POINT (-77.838886 40.896694)
UTAH,2020,34,,-,2,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20203455,POINT (-111.678222 39.323779)
COLORADO,2020,34,,-,3,,3,,17,,,-,0,,,-,2,,,-,1,,,-,,-,COLORADO,,20203450,POINT (-105.547832 38.998552)
VERMONT,2020,34,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20203408,POINT (-72.662695 44.075252)
KENTUCKY,2020,34,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20203440,POINT (-85.290484 37.526683)
PUERTO RICO,2020,34,,-,19,,241,,10,,,-,4,,27,,2,,,-,2,,10,,1,,PUERTO RICO,,20203467,POINT (-66.414655 18.215692)
MAINE,2020,34,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20203404,POINT (-69.06137 45.117911)
VIRGINIA,2020,34,,-,3,,4,,4,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20203436,POINT (-78.666382 37.510861)
ARIZONA,2020,34,,-,2,,4,,5,,,-,1,,,-,2,,,-,0,,,-,,-,ARIZONA,,20203449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,34,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20203464,
WISCONSIN,2020,34,,-,2,,6,,8,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20203419,POINT (-89.732969 44.639954)
IDAHO,2020,34,,-,0,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,IDAHO,,20203451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,34,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203468,POINT (-64.840836 18.060868)
MICHIGAN,2020,34,,-,3,,1,,7,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20203417,POINT (-85.730977 44.874798)
GEORGIA,2020,34,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20203432,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,34,,-,9,,,-,45,,,-,1,,,-,1,,,-,1,,,-,,-,,NEW YORK CITY,20203412,
ARKANSAS,2020,34,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20203444,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,34,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20203441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,34,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20203427,POINT (-100.230491 44.43614)
WYOMING,2020,34,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20203456,POINT (-107.55145 42.999627)
MISSOURI,2020,34,,-,4,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20203424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,34,,-,16,,9,,109,,,-,1,,,-,1,,,-,1,,,-,3,,,MIDDLE ATLANTIC,20203409,
CALIFORNIA,2020,34,,-,16,,33,,132,,,-,0,,,-,2,,,-,0,,,-,,-,CALIFORNIA,,20203459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,34,,-,0,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20203437,POINT (-80.613729 38.642579)
FLORIDA,2020,34,1,,26,,75,,131,,,-,1,,,-,1,,,-,2,,,-,6,,FLORIDA,,20203431,POINT (-82.420978 28.260731)
MONTANA,2020,34,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20203452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,34,,-,4,,6,,11,,,-,0,,,-,1,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20203420,
MASSACHUSETTS,2020,34,,-,3,,5,,20,,,-,1,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20203405,POINT (-71.481104 42.151077)
MOUNTAIN,2020,34,,-,5,,9,,35,,,-,1,,1,,4,,,-,1,,,-,,-,,MOUNTAIN,20203448,
INDIANA,2020,34,,-,1,,2,,9,,,-,0,,,-,,-,,-,0,,,-,1,,INDIANA,,20203416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,34,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20203469,
US TERRITORIES,2020,34,,-,19,,243,,15,,,-,4,,27,,2,,,-,2,,10,,1,,,US TERRITORIES,20203463,
MAINE,2020,36,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20203604,POINT (-69.06137 45.117911)
VIRGINIA,2020,36,,-,3,,4,,7,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20203636,POINT (-78.666382 37.510861)
ARIZONA,2020,36,,-,2,,4,,5,,,-,1,,,-,3,,,-,0,,,-,,-,ARIZONA,,20203649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20203664,
WISCONSIN,2020,36,,-,2,,6,,8,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20203619,POINT (-89.732969 44.639954)
IDAHO,2020,36,,-,0,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,IDAHO,,20203651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,36,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203668,POINT (-64.840836 18.060868)
MICHIGAN,2020,36,,-,3,,1,,9,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20203617,POINT (-85.730977 44.874798)
GEORGIA,2020,36,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20203632,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,36,,-,9,,,-,55,,,-,0,,,-,1,,,-,0,,,-,1,,,NEW YORK CITY,20203612,
ARKANSAS,2020,36,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20203644,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20203641,POINT (-89.65344 32.713378)
TOTAL,2020,26,,-,70,,320,,253,,,-,4,,24,,10,,,-,5,,8,,5,,,TOTAL,20202670,
US RESIDENTS,2020,26,,-,69,,131,,248,,,-,2,,3,,8,,,-,5,,,-,4,,,US RESIDENTS,20202601,
NEW HAMPSHIRE,2020,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20202606,POINT (-71.57139 43.680429)
NEW YORK,2020,26,,-,5,,4,,10,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20202611,POINT (-75.59655 42.921241)
PACIFIC,2020,26,,-,20,,32,,67,,,-,1,,1,,1,,,-,0,,,-,,-,,PACIFIC,20202657,
WEST SOUTH CENTRAL,2020,26,,-,10,,11,,11,,,-,1,,,-,,-,,-,0,,,-,1,,,WEST SOUTH CENTRAL,20202643,
NEBRASKA,2020,26,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20202625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,26,,-,2,,2,,2,,,-,0,,,-,,-,,-,1,,,-,,-,,EAST SOUTH CENTRAL,20202638,
NORTH DAKOTA,2020,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20202626,POINT (-100.46931 47.446305)
NEVADA,2020,26,,-,2,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,NEVADA,,20202653,POINT (-114.916992 39.283294)
ILLINOIS,2020,26,,-,4,,7,,8,,,-,1,,,-,1,,,-,1,,,-,,-,ILLINOIS,,20202615,POINT (-89.148632 40.124144)
IOWA,2020,26,,-,1,,1,,,-,,-,0,,,-,1,,,-,0,,,-,,-,IOWA,,20202621,POINT (-93.500061 42.074659)
TEXAS,2020,26,,-,9,,7,,8,,,-,1,,,-,,-,,-,0,,,-,1,,TEXAS,,20202647,POINT (-99.317341 31.447238)
ALASKA,2020,26,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20202658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,26,,-,1,,1,,,-,,-,1,,1,,3,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20202630,POINT (-77.016275 38.904785)
WASHINGTON,2020,26,,-,1,,4,,12,,,-,1,,1,,,-,,-,0,,,-,,-,WASHINGTON,,20202662,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,26,,-,4,,5,,14,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20202602,
RHODE ISLAND,2020,26,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20202607,POINT (-71.534637 41.572574)
OREGON,2020,26,,-,3,,4,,2,,,-,1,,,-,1,,,-,0,,,-,,-,OREGON,,20202661,POINT (-120.605279 43.940449)
DELAWARE,2020,26,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20202629,POINT (-75.452394 38.994926)
ALABAMA,2020,26,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20202639,POINT (-86.844516 32.756889)
KANSAS,2020,26,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20202622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,26,,-,2,,4,,7,,,-,0,,,-,,-,,-,1,,,-,1,,NORTH CAROLINA,,20202634,POINT (-79.130883 35.52603)
GUAM,2020,26,,-,6,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20202666,POINT (144.653198 13.3532)
SOUTH DAKOTA,2020,36,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20203627,POINT (-100.230491 44.43614)
WYOMING,2020,36,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20203656,POINT (-107.55145 42.999627)
MISSOURI,2020,36,,-,4,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20203624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,36,,-,16,,9,,134,,,-,1,,,-,1,,,-,1,,,-,4,,,MIDDLE ATLANTIC,20203609,
CALIFORNIA,2020,36,,-,16,,33,,144,,,-,0,,,-,2,,,-,0,,,-,,-,CALIFORNIA,,20203659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,36,,-,0,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20203637,POINT (-80.613729 38.642579)
NEW JERSEY,2020,26,,-,7,,,-,10,,,-,1,,,-,,-,,-,1,,,-,,-,NEW JERSEY,,20202610,POINT (-74.655514 40.110253)
NEW MEXICO,2020,26,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20202654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,26,,-,7,,18,,21,,,-,1,,,-,2,,,-,1,,,-,,-,,EAST NORTH CENTRAL,20202614,
TENNESSEE,2020,26,,-,1,,2,,2,,,-,0,,,-,,-,,-,1,,,-,,-,TENNESSEE,,20202642,POINT (-86.343226 35.842998)
CONNECTICUT,2020,26,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20202603,POINT (-72.738288 41.575155)
MARYLAND,2020,26,,-,4,,4,,6,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20202633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,26,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20202635,POINT (-80.864614 33.878572)
OKLAHOMA,2020,26,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20202646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,26,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20202665,POINT (145.725693 15.1834)
OHIO,2020,26,,-,2,,2,,2,,,-,0,,,-,1,,,-,0,,,-,,-,OHIO,,20202618,POINT (-82.70936 40.415534)
MINNESOTA,2020,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20202623,POINT (-94.198308 46.349153)
LOUISIANA,2020,26,,-,1,,3,,2,,,-,1,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20202645,POINT (-91.840238 30.921314)
HAWAII,2020,26,,-,5,,3,,3,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20202660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,26,,-,35,,42,,77,,,-,1,,1,,3,,,-,2,,,-,3,,,SOUTH ATLANTIC,20202628,
PENNSYLVANIA,2020,26,,-,4,,3,,6,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20202613,POINT (-77.838886 40.896694)
UTAH,2020,26,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20202655,POINT (-111.678222 39.323779)
COLORADO,2020,26,,-,3,,3,,5,,,-,1,,,-,1,,,-,1,,,-,,-,COLORADO,,20202650,POINT (-105.547832 38.998552)
VERMONT,2020,26,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20202608,POINT (-72.662695 44.075252)
KENTUCKY,2020,26,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20202640,POINT (-85.290484 37.526683)
PUERTO RICO,2020,26,,-,19,,187,,4,,,-,4,,21,,2,,,-,2,,8,,1,,PUERTO RICO,,20202667,POINT (-66.414655 18.215692)
MAINE,2020,26,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20202604,POINT (-69.06137 45.117911)
VIRGINIA,2020,26,,-,3,,4,,3,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20202636,POINT (-78.666382 37.510861)
ARIZONA,2020,26,,-,2,,4,,1,,,-,1,,,-,,-,,-,0,,,-,,-,ARIZONA,,20202649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20202664,
WISCONSIN,2020,26,,-,2,,7,,4,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20202619,POINT (-89.732969 44.639954)
IDAHO,2020,26,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,IDAHO,,20202651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,26,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20202668,POINT (-64.840836 18.060868)
MICHIGAN,2020,26,,-,3,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20202617,POINT (-85.730977 44.874798)
GEORGIA,2020,26,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20202632,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,26,,-,9,,,-,17,,,-,1,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY,20202612,
ARKANSAS,2020,26,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20202644,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20202641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,26,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20202627,POINT (-100.230491 44.43614)
WYOMING,2020,26,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20202656,POINT (-107.55145 42.999627)
MISSOURI,2020,26,,-,4,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20202624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,26,,-,16,,7,,43,,,-,1,,,-,,-,,-,1,,,-,,-,,MIDDLE ATLANTIC,20202609,
CALIFORNIA,2020,26,,-,18,,21,,49,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20202659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,26,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20202637,POINT (-80.613729 38.642579)
FLORIDA,2020,26,,-,27,,28,,51,,,-,0,,,-,,-,,-,2,,,-,2,,FLORIDA,,20202631,POINT (-82.420978 28.260731)
MONTANA,2020,26,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20202652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,26,,-,4,,5,,2,,,-,0,,,-,1,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20202620,
MASSACHUSETTS,2020,26,,-,3,,5,,8,,,-,1,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20202605,POINT (-71.481104 42.151077)
MOUNTAIN,2020,26,,-,5,,9,,11,,,-,2,,1,,1,,,-,1,,,-,,-,,MOUNTAIN,20202648,
INDIANA,2020,26,,-,2,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20202616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20202669,
US TERRITORIES,2020,26,,-,19,,189,,5,,,-,4,,21,,2,,,-,2,,8,,1,,,US TERRITORIES,20202663,
US RESIDENTS,2020,42,3,,56,,239,,1046,,,-,3,,4,,31,,,-,2,,,-,25,,,US RESIDENTS,20204201,
NEW HAMPSHIRE,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20204206,POINT (-71.57139 43.680429)
NEW YORK,2020,42,,-,5,,4,,27,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20204211,POINT (-75.59655 42.921241)
PACIFIC,2020,42,,-,18,,55,,233,,,-,1,,1,,5,,,-,0,,,-,,-,,PACIFIC,20204257,
WEST SOUTH CENTRAL,2020,42,,-,10,,13,,45,,,-,1,,,-,4,,,-,0,,,-,1,,,WEST SOUTH CENTRAL,20204243,
NEBRASKA,2020,42,,-,1,,3,,5,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20204225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,42,,-,2,,2,,12,,,-,0,,,-,,-,,-,0,,,-,1,,,EAST SOUTH CENTRAL,20204238,
NORTH DAKOTA,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20204226,POINT (-100.46931 47.446305)
NEVADA,2020,42,,-,0,,,-,7,,,-,1,,1,,,-,,-,0,,,-,,-,NEVADA,,20204253,POINT (-114.916992 39.283294)
ILLINOIS,2020,42,,-,3,,7,,32,,,-,1,,,-,,-,,-,1,,,-,4,,ILLINOIS,,20204215,POINT (-89.148632 40.124144)
