Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2015","Cryptosporidiosis, Cum 2015, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Dengue§, Current week","Dengue§, Current week, flag","Dengue§, Previous 52 weeks Med","Dengue§, Previous 52 weeks Med, flag","Dengue§, Previous 52 weeks Max","Dengue§, Previous 52 weeks Max, flag","Dengue§, Cum 2015","Dengue§, Cum 2015, flag","Dengue§, Cum 2014","Dengue§, Cum 2014, flag","Dengue Severe, Current week","Dengue Severe, Current week, flag","Dengue Severe, Previous 52 weeks Med","Dengue Severe, Previous 52 weeks Med, flag","Dengue Severe, Previous 52 weeks Max","Dengue Severe, Previous 52 weeks Max, flag","Dengue Severe, Cum 2015","Dengue Severe, Cum 2015, flag","Dengue Severe, Cum 2014","Dengue Severe, Cum 2014, flag",Location 1,Location 2
NEW JERSEY,2015,21,,-,1,,6,,2,,20,,,-,0,,2,,8,,8,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130571, -74.273688)",
MINNESOTA,2015,21,,-,3,,18,,,-,82,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MINNESOTA
(46.355649, -94.7942)",
WYOMING,2015,21,,-,0,,4,,,-,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235541, -108.109827)",
SOUTH DAKOTA,2015,21,,-,2,,9,,33,,33,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313, -100.373529)",
MICHIGAN,2015,21,2,,4,,13,,64,,68,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.661322, -84.714386)",
UNITED STATES,2015,21,46,,124,,363,,1886,,2127,,,-,0,,13,,94,,144,,,-,0,,0,,,-,,-,,
VERMONT,2015,21,,-,0,,7,,10,,5,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.625384, -72.517637)",
PENNSYLVANIA,2015,21,2,,5,,17,,75,,113,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.793734, -77.860697)",
VIRGIN ISL.,2015,21,,-,0,,0,,,-,,-,,-,0,,2,,3,,5,,,-,0,,0,,,-,,-,VIRGIN ISL.,
IDAHO,2015,21,1,,1,,14,,26,,23,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.682632, -114.363727)",
W.N. CENTRAL,2015,21,2,,17,,57,,190,,323,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,,
FLORIDA,2015,21,11,,18,,122,,222,,174,,,-,0,,1,,9,,20,,,-,0,,0,,,-,,-,"FLORIDA
(28.932043, -81.928958)",
NEW YORK CITY,2015,21,,-,2,,6,,29,,35,,,-,0,,2,,11,,14,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.714268, -74.005969)",
RHODE ISLAND,2015,21,,-,0,,4,,5,,5,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708281, -71.522466)",
ARIZONA,2015,19,1,,1,,3,,15,,19,,,-,0,,22,,,-,5,,,-,0,,0,,,-,,-,"ARIZONA
(34.865974, -111.763807)",
VERMONT,2015,19,,-,0,,7,,10,,5,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.625384, -72.517637)",
ARKANSAS,2015,19,2,,1,,12,,15,,7,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865, -92.27449)",
NEW YORK CITY,2015,19,3,,2,,6,,28,,30,,,-,0,,4,,11,,14,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.714268, -74.005969)",
MID. ATLANTIC,2015,19,8,,11,,36,,144,,198,,,-,3,,9,,25,,34,,,-,0,,0,,,-,,-,,
E.S. CENTRAL,2015,19,5,,9,,22,,167,,100,,,-,0,,3,,8,,1,,,-,0,,0,,,-,,-,,
COLORADO,2015,19,,-,1,,6,,3,,20,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"COLORADO
(38.843843, -106.133609)",
HAWAII,2015,19,,-,0,,1,,,-,,-,,-,0,,2,,,-,4,,,-,0,,0,,,-,,-,"HAWAII
(21.304852, -157.857748)",
E.N. CENTRAL,2015,19,7,,22,,72,,341,,365,,,-,0,,4,,3,,10,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,19,7,,12,,33,,150,,164,,,-,0,,4,,3,,9,,,-,0,,0,,,-,,-,,
MAINE,2015,19,,-,1,,5,,13,,19,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MAINE
(45.254229, -68.985026)",
S. ATLANTIC,2015,19,23,,32,,152,,400,,379,,,-,2,,7,,18,,35,,,-,0,,0,,,-,,-,,
MISSOURI,2015,19,,-,3,,13,,18,,47,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.635791, -92.566299)",
WEST VIRGINIA,2015,19,,-,0,,2,,4,,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.665511, -80.712638)",
WISCONSIN,2015,19,4,,9,,30,,110,,103,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"WISCONSIN
(44.393191, -89.816366)",
PUERTO RICO,2015,19,,N,0,,0,,,N,,N,,-,3,,13,,21,,330,,,-,0,,0,,,-,2,,"PUERTO RICO
(18.248289, -66.49989)",
RHODE ISLAND,2015,19,3,,0,,4,,5,,5,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708281, -71.522466)",
WASHINGTON,2015,19,5,,0,,15,,17,,19,,,-,0,,2,,4,,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.522288, -120.470028)",
ALASKA,2015,19,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.845078, -147.72206)",
KANSAS,2015,19,1,,1,,5,,26,,23,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"KANSAS
(38.347743, -98.200778)",
GUAM,2015,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480999, 144.731498)",
DELAWARE,2015,19,,-,0,,1,,2,,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008834, -75.577736)",
OHIO,2015,19,2,,5,,15,,95,,99,,,-,0,,2,,3,,5,,,-,0,,0,,,-,,-,"OHIO
(40.060212, -82.404257)",
NORTH DAKOTA,2015,19,,-,1,,16,,5,,14,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475319, -100.118428)",
PACIFIC,2015,19,6,,8,,19,,149,,159,,,-,3,,8,,29,,29,,,-,0,,0,,,-,,-,,
NEVADA,2015,19,,-,0,,2,,2,,6,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEVADA
(39.493242, -117.071839)",
MOUNTAIN,2015,19,7,,7,,23,,103,,129,,,-,0,,22,,1,,10,,,-,0,,0,,,-,,-,,
SOUTH DAKOTA,2015,19,,-,2,,9,,29,,28,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313, -100.373529)",
VIRGINIA,2015,19,1,,2,,9,,39,,44,,,-,0,,3,,3,,6,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542681, -78.457889)",
INDIANA,2015,19,,-,4,,11,,44,,41,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"INDIANA
(39.766913, -86.149956)",
FLORIDA,2015,19,14,,18,,122,,204,,160,,,-,1,,5,,9,,20,,,-,0,,0,,,-,,-,"FLORIDA
(28.932043, -81.928958)",
NEW MEXICO,2015,19,,-,1,,7,,8,,24,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520881, -106.240578)",
NEW ENGLAND,2015,19,3,,5,,17,,88,,90,,,-,0,,3,,5,,11,,,-,0,,0,,,-,,-,,
NEBRASKA,2015,19,2,,2,,9,,30,,25,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.641044, -99.365719)",
SOUTH CAROLINA,2015,19,,-,1,,3,,16,,28,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.998822, -81.045366)",
GEORGIA,2015,19,4,,5,,19,,89,,68,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.839683, -83.627579)",
NORTH CAROLINA,2015,19,2,,0,,42,,27,,54,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622, -79.15925)",
OREGON,2015,19,1,,2,,7,,49,,39,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745, -120.155029)",
VIRGIN ISL.,2015,19,,-,0,,0,,,-,,-,,-,0,,3,,3,,5,,,-,0,,0,,,-,,-,VIRGIN ISL.,
MICHIGAN,2015,19,1,,4,,13,,58,,61,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.661322, -84.714386)",
MINNESOTA,2015,19,,-,4,,18,,,-,73,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MINNESOTA
(46.355649, -94.7942)",
KENTUCKY,2015,19,4,,1,,6,,28,,17,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645973, -84.774968)",
ILLINOIS,2015,19,,-,2,,7,,34,,61,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ILLINOIS
(40.485012, -88.997709)",
NEW JERSEY,2015,19,,-,1,,6,,2,,19,,,-,1,,6,,8,,7,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130571, -74.273688)",
MISSISSIPPI,2015,19,,-,1,,6,,12,,18,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513, -89.538027)",
UTAH,2015,19,1,,2,,6,,47,,16,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.360701, -111.587128)",
OKLAHOMA,2015,19,,-,1,,10,,10,,15,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031, -97.521068)",
LOUISIANA,2015,19,1,,3,,17,,50,,54,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663, -92.445678)",
AMER. SAMOA,2015,19,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
TEXAS,2015,19,4,,7,,22,,75,,88,,,-,0,,3,,3,,8,,,-,0,,0,,,-,,-,"TEXAS
(31.82724, -99.426768)",
UNITED STATES,2015,19,69,,124,,356,,1707,,1871,,,-,11,,38,,94,,140,,,-,0,,0,,,-,,-,,
C.N.M.I.,2015,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
PENNSYLVANIA,2015,19,2,,5,,17,,66,,98,,,-,0,,2,,2,,3,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.793734, -77.860697)",
MONTANA,2015,19,1,,1,,5,,6,,14,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MONTANA
(47.066528, -109.424416)",
TENNESSEE,2015,19,,-,2,,12,,48,,30,,,-,0,,3,,7,,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.680941, -85.774487)",
IOWA,2015,19,,-,4,,13,,57,,77,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"IOWA
(42.469401, -93.816487)",
DIST. OF COL.,2015,19,,-,0,,1,,1,,2,,,-,0,,3,,3,,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
NEW HAMPSHIRE,2015,19,,-,0,,3,,6,,10,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.655953, -71.500357)",
IDAHO,2015,19,4,,1,,14,,22,,22,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.682632, -114.363727)",
W.N. CENTRAL,2015,19,3,,17,,57,,165,,287,,,-,0,,2,,2,,1,,,-,0,,0,,,-,,-,,
WYOMING,2015,19,,-,0,,4,,,-,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235541, -108.109827)",
MARYLAND,2015,19,2,,1,,5,,18,,19,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MARYLAND
(39.290583, -76.60926)",
NEW YORK,2015,19,3,,3,,14,,48,,51,,,-,0,,2,,4,,10,,,-,0,,0,,,-,,-,"NEW YORK
(42.827004, -75.543966)",
CALIFORNIA,2015,19,,-,5,,15,,82,,99,,,-,2,,8,,25,,23,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.638642, -120.999996)",
MASSACHUSETTS,2015,19,,-,3,,9,,43,,36,,,-,0,,2,,,-,6,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.276874, -72.082687)",
CONNECTICUT,2015,19,,-,1,,3,,11,,15,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.562661, -72.64984)",
ALABAMA,2015,19,1,,3,,9,,79,,35,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.840572, -86.631857)",
KENTUCKY,2015,21,,-,2,,6,,28,,19,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645973, -84.774968)",
S. ATLANTIC,2015,21,13,,32,,152,,428,,409,,,-,0,,4,,21,,37,,,-,0,,0,,,-,,-,,
TEXAS,2015,21,2,,7,,22,,86,,102,,,-,0,,1,,3,,8,,,-,0,,0,,,-,,-,"TEXAS
(31.82724, -99.426768)",
GEORGIA,2015,21,1,,5,,20,,96,,74,,,-,0,,1,,2,,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.839683, -83.627579)",
CONNECTICUT,2015,21,,-,1,,3,,13,,16,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.562661, -72.64984)",
LOUISIANA,2015,21,1,,3,,17,,55,,64,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663, -92.445678)",
NEW ENGLAND,2015,21,1,,5,,17,,94,,94,,,-,0,,1,,5,,12,,,-,0,,0,,,-,,-,,
NORTH DAKOTA,2015,21,,-,1,,16,,7,,14,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475319, -100.118428)",
DIST. OF COL.,2015,21,,-,0,,1,,1,,2,,,-,0,,3,,3,,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
COLORADO,2015,21,,-,1,,6,,3,,25,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"COLORADO
(38.843843, -106.133609)",
INDIANA,2015,21,,-,4,,11,,51,,49,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"INDIANA
(39.766913, -86.149956)",
IOWA,2015,21,,-,4,,13,,69,,87,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"IOWA
(42.469401, -93.816487)",
HAWAII,2015,21,,-,0,,1,,1,,,-,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,"HAWAII
(21.304852, -157.857748)",
GUAM,2015,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480999, 144.731498)",
MINNESOTA,2015,37,,-,0,,17,,,-,233,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
WASHINGTON,2015,37,,-,0,,15,,33,,42,,,-,0,,2,,4,,5,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
ARKANSAS,2015,37,2,,1,,12,,45,,27,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
UNITED STATES,2015,37,159,,119,,351,,5317,,5867,,,-,5,,38,,155,,410,,,-,0,,0,,,-,,-,,
NEVADA,2015,37,,-,0,,2,,5,,10,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
LOUISIANA,2015,37,,-,2,,7,,91,,209,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"LOUISIANA
(31.31111, -92.445)",
MOUNTAIN,2015,37,8,,9,,24,,370,,356,,,-,0,,22,,3,,17,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2015,37,41,,31,,130,,1216,,1587,,,-,1,,4,,21,,92,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2015,37,1,,2,,10,,67,,65,,,-,0,,2,,14,,35,,,-,0,,0,,,-,,-,NEW YORK CITY,
AMER. SAMOA,2015,37,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
TENNESSEE,2015,37,10,,3,,22,,200,,70,,,-,0,,5,,15,,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEW HAMPSHIRE,2015,37,,-,0,,3,,23,,29,,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
E.S. CENTRAL,2015,20,4,,9,,22,,175,,106,,,-,0,,3,,8,,1,,,-,0,,0,,,-,,-,,
FLORIDA,2015,20,7,,18,,122,,211,,166,,,-,1,,5,,9,,20,,,-,0,,0,,,-,,-,"FLORIDA
(28.932043, -81.928958)",
MOUNTAIN,2015,20,1,,7,,23,,107,,140,,,-,0,,22,,1,,10,,,-,0,,0,,,-,,-,,
NORTH DAKOTA,2015,20,,-,1,,16,,5,,14,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475319, -100.118428)",
PACIFIC,2015,20,5,,8,,19,,161,,176,,,-,3,,8,,29,,29,,,-,0,,0,,,-,,-,,
CALIFORNIA,2015,20,2,,5,,15,,92,,108,,,-,2,,8,,25,,23,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.638642, -120.999996)",
VERMONT,2015,20,,-,0,,7,,10,,5,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.625384, -72.517637)",
MID. ATLANTIC,2015,20,5,,11,,36,,153,,208,,,-,3,,9,,25,,35,,,-,0,,0,,,-,,-,,
MAINE,2015,20,,-,1,,5,,13,,19,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MAINE
(45.254229, -68.985026)",
HAWAII,2015,20,,-,0,,1,,,-,,-,,-,0,,2,,,-,4,,,-,0,,0,,,-,,-,"HAWAII
(21.304852, -157.857748)",
MINNESOTA,2015,20,,-,3,,18,,,-,78,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MINNESOTA
(46.355649, -94.7942)",
C.N.M.I.,2015,20,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
NEW YORK,2015,20,1,,3,,14,,49,,53,,,-,0,,2,,4,,10,,,-,0,,0,,,-,,-,"NEW YORK
(42.827004, -75.543966)",
CONNECTICUT,2015,20,,-,1,,3,,13,,15,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.562661, -72.64984)",
GUAM,2015,20,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480999, 144.731498)",
WEST VIRGINIA,2015,20,,-,0,,3,,5,,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.665511, -80.712638)",
NEW MEXICO,2015,20,,-,1,,7,,8,,26,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520881, -106.240578)",
INDIANA,2015,20,,-,4,,11,,49,,45,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"INDIANA
(39.766913, -86.149956)",
UNITED STATES,2015,20,34,,124,,356,,1789,,1984,,,-,11,,38,,94,,144,,,-,0,,0,,,-,,-,,
IDAHO,2015,20,,-,1,,14,,22,,22,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.682632, -114.363727)",
ILLINOIS,2015,20,,-,2,,7,,35,,65,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ILLINOIS
(40.485012, -88.997709)",
NEVADA,2015,20,,-,0,,2,,2,,6,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEVADA
(39.493242, -117.071839)",
MONTANA,2015,20,,-,1,,5,,6,,17,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MONTANA
(47.066528, -109.424416)",
DELAWARE,2015,20,,-,0,,1,,2,,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008834, -75.577736)",
COLORADO,2015,20,,-,1,,6,,3,,23,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"COLORADO
(38.843843, -106.133609)",
W.S. CENTRAL,2015,20,4,,12,,33,,157,,178,,,-,0,,4,,3,,9,,,-,0,,0,,,-,,-,,
NEBRASKA,2015,20,1,,2,,9,,31,,28,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.641044, -99.365719)",
PENNSYLVANIA,2015,20,3,,5,,17,,73,,101,,,-,0,,2,,2,,3,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.793734, -77.860697)",
WASHINGTON,2015,20,1,,0,,15,,17,,20,,,-,0,,2,,4,,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.522288, -120.470028)",
ALABAMA,2015,20,1,,3,,9,,84,,38,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.840572, -86.631857)",
MICHIGAN,2015,20,1,,4,,13,,62,,65,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.661322, -84.714386)",
W.N. CENTRAL,2015,20,1,,17,,57,,177,,302,,,-,0,,2,,2,,1,,,-,0,,0,,,-,,-,,
MASSACHUSETTS,2015,20,,-,3,,9,,43,,36,,,-,0,,2,,,-,6,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.276874, -72.082687)",
UTAH,2015,20,1,,2,,6,,49,,16,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.360701, -111.587128)",
SOUTH DAKOTA,2015,20,,-,2,,9,,32,,30,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313, -100.373529)",
KANSAS,2015,20,,-,1,,5,,29,,23,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"KANSAS
(38.347743, -98.200778)",
S. ATLANTIC,2015,20,8,,32,,152,,411,,392,,,-,2,,7,,18,,37,,,-,0,,0,,,-,,-,,
GEORGIA,2015,20,1,,5,,20,,91,,70,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.839683, -83.627579)",
TEXAS,2015,20,1,,7,,22,,78,,97,,,-,0,,3,,3,,8,,,-,0,,0,,,-,,-,"TEXAS
(31.82724, -99.426768)",
AMER. SAMOA,2015,20,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
MISSISSIPPI,2015,20,,-,1,,6,,12,,19,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513, -89.538027)",
SOUTH CAROLINA,2015,20,,-,1,,3,,17,,29,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.998822, -81.045366)",
MARYLAND,2015,20,,-,1,,5,,18,,19,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MARYLAND
(39.290583, -76.60926)",
MISSOURI,2015,20,,-,3,,13,,18,,48,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.635791, -92.566299)",
NEW JERSEY,2015,20,,-,1,,6,,2,,19,,,-,1,,6,,8,,8,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130571, -74.273688)",
E.N. CENTRAL,2015,20,6,,22,,72,,358,,390,,,-,0,,4,,3,,10,,,-,0,,0,,,-,,-,,
VIRGINIA,2015,20,,-,2,,9,,39,,48,,,-,0,,3,,3,,6,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542681, -78.457889)",
RHODE ISLAND,2015,20,,-,0,,4,,5,,5,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708281, -71.522466)",
LOUISIANA,2015,20,1,,3,,17,,52,,56,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663, -92.445678)",
VIRGIN ISL.,2015,20,,-,0,,0,,,-,,-,,-,0,,3,,3,,5,,,-,0,,0,,,-,,-,VIRGIN ISL.,
NORTH CAROLINA,2015,20,,-,0,,42,,27,,54,,,-,0,,1,,,-,5,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622, -79.15925)",
OKLAHOMA,2015,20,2,,1,,10,,12,,17,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031, -97.521068)",
IOWA,2015,20,,-,4,,13,,62,,81,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"IOWA
(42.469401, -93.816487)",
NEW YORK CITY,2015,20,1,,2,,6,,29,,35,,,-,0,,4,,11,,14,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.714268, -74.005969)",
PUERTO RICO,2015,20,,N,0,,0,,,N,,N,,-,3,,13,,21,,338,,,-,0,,0,,,-,2,,"PUERTO RICO
(18.248289, -66.49989)",
DIST. OF COL.,2015,20,,-,0,,1,,1,,2,,,-,0,,3,,3,,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
KENTUCKY,2015,20,,-,2,,6,,28,,18,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645973, -84.774968)",
NEW HAMPSHIRE,2015,20,,-,0,,3,,6,,12,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.655953, -71.500357)",
WISCONSIN,2015,20,3,,8,,30,,115,,113,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"WISCONSIN
(44.393191, -89.816366)",
ALASKA,2015,20,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.845078, -147.72206)",
TENNESSEE,2015,20,3,,2,,12,,51,,31,,,-,0,,3,,7,,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.680941, -85.774487)",
OHIO,2015,20,2,,5,,15,,97,,102,,,-,0,,2,,3,,5,,,-,0,,0,,,-,,-,"OHIO
(40.060212, -82.404257)",
NEW ENGLAND,2015,20,,-,5,,17,,90,,92,,,-,0,,3,,5,,12,,,-,0,,0,,,-,,-,,
OREGON,2015,20,2,,2,,6,,51,,46,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745, -120.155029)",
ARKANSAS,2015,20,,-,1,,12,,15,,8,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865, -92.27449)",
ARIZONA,2015,20,,-,1,,3,,17,,22,,,-,0,,22,,,-,5,,,-,0,,0,,,-,,-,"ARIZONA
(34.865974, -111.763807)",
