Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections, Dengue, Current week","Dengue virus infections, Dengue, Current week, flag","Dengue virus infections, Dengue, Previous 52 weeks Max†","Dengue virus infections, Dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue, Cum 2021†","Dengue virus infections, Dengue, Cum 2021†, flag","Dengue virus infections, Dengue, Cum 2020†","Dengue virus infections, Dengue, Cum 2020†, flag","Dengue virus infections, Dengue-like illness, Current week","Dengue virus infections, Dengue-like illness, Current week, flag","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue-like illness, Cum 2021†","Dengue virus infections, Dengue-like illness, Cum 2021†, flag","Dengue virus infections, Dengue-like illness, Cum 2020†","Dengue virus infections, Dengue-like illness, Cum 2020†, flag","Dengue virus infections, Severe dengue, Current week","Dengue virus infections, Severe dengue, Current week, flag","Dengue virus infections, Severe dengue, Previous 52 weeks Max†","Dengue virus infections, Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Severe dengue,  Cum 2021†","Dengue virus infections, Severe dengue,  Cum 2021†, flag","Dengue virus infections, Severe dengue,  Cum 2020†","Dengue virus infections, Severe dengue, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
FLORIDA,2021,34,,-,8,,8,,73,,,-,1,,,-,2,,,-,0,,,-,,-,FLORIDA,,20213431,POINT (-82.420978 28.260731)
MONTANA,2021,34,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20213452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,34,,-,2,,2,,10,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20213420,
MASSACHUSETTS,2021,34,,-,0,,,-,12,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20213405,POINT (-71.481104 42.151077)
MOUNTAIN,2021,34,,-,3,,6,,11,,,-,1,,1,,1,,,-,0,,,-,,-,,MOUNTAIN,20213448,
INDIANA,2021,34,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20213416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,34,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20213469,
US TERRITORIES,2021,34,,-,30,,287,,295,,,-,7,,58,,34,,,-,3,,22,,12,,,US TERRITORIES,20213463,
NEW HAMPSHIRE,2021,36,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20213606,POINT (-71.57139 43.680429)
NEW YORK,2021,36,,-,1,,,-,10,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20213611,POINT (-75.59655 42.921241)
WEST SOUTH CENTRAL,2021,36,,-,13,,4,,12,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20213643,
NEBRASKA,2021,36,,-,2,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20213625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,36,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20213638,
NORTH DAKOTA,2021,36,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20213626,POINT (-100.46931 47.446305)
NEVADA,2021,36,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20213653,POINT (-114.916992 39.283294)
ILLINOIS,2021,36,,-,2,,,-,11,,,-,0,,,-,1,,,-,1,,,-,,-,ILLINOIS,,20213615,POINT (-89.148632 40.124144)
IOWA,2021,36,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20213621,POINT (-93.500061 42.074659)
TEXAS,2021,36,,-,13,,3,,8,,,-,1,,,-,,-,,-,0,,,-,,-,TEXAS,,20213647,POINT (-99.317341 31.447238)
ALASKA,2021,36,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20213658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,36,,-,0,,,-,1,,,-,1,,1,,1,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20213630,POINT (-77.016275 38.904785)
WASHINGTON,2021,36,,-,1,,,-,5,,,-,0,,,-,1,,,-,0,,,-,,-,WASHINGTON,,20213662,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,36,,-,1,,1,,16,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20213602,
RHODE ISLAND,2021,36,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20213607,POINT (-71.534637 41.572574)
OREGON,2021,36,,-,2,,1,,6,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20213661,POINT (-120.605279 43.940449)
DELAWARE,2021,36,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20213629,POINT (-75.452394 38.994926)
ALABAMA,2021,36,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20213639,POINT (-86.844516 32.756889)
KANSAS,2021,36,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20213622,POINT (-98.38018 38.484729)
MASSACHUSETTS,2021,42,,-,0,,,-,12,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20214205,POINT (-71.481104 42.151077)
MOUNTAIN,2021,42,,-,3,,7,,14,,,-,1,,1,,2,,,-,0,,,-,,-,,MOUNTAIN,20214248,
INDIANA,2021,42,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20214216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20214269,
US TERRITORIES,2021,42,,-,30,,342,,419,,,-,7,,64,,51,,,-,3,,22,,17,,,US TERRITORIES,20214263,
WEST SOUTH CENTRAL,2021,45,,-,13,,7,,35,,,-,1,,,-,,-,,-,1,,1,,,-,,WEST SOUTH CENTRAL,20214543,
NEBRASKA,2021,45,,-,2,,3,,4,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20214525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,45,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20214538,
NORTH DAKOTA,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20214526,POINT (-100.46931 47.446305)
NEVADA,2021,45,,-,0,,,-,3,,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20214553,POINT (-114.916992 39.283294)
ILLINOIS,2021,45,,-,2,,5,,17,,,-,0,,,-,1,,,-,0,,,-,,-,ILLINOIS,,20214515,POINT (-89.148632 40.124144)
IOWA,2021,45,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20214521,POINT (-93.500061 42.074659)
TEXAS,2021,45,,-,13,,6,,29,,,-,1,,,-,,-,,-,1,,1,,,-,TEXAS,,20214547,POINT (-99.317341 31.447238)
ALASKA,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20214558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,45,,-,0,,,-,2,,,-,1,,1,,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20214530,POINT (-77.016275 38.904785)
WASHINGTON,2021,45,,-,1,,2,,7,,,-,0,,,-,1,,,-,0,,,-,,-,WASHINGTON,,20214562,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,45,,-,1,,4,,20,,,-,0,,,-,,-,,-,1,,1,,,-,,NEW ENGLAND,20214502,
RHODE ISLAND,2021,45,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20214507,POINT (-71.534637 41.572574)
OREGON,2021,45,,-,1,,1,,7,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20214561,POINT (-120.605279 43.940449)
DELAWARE,2021,45,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20214529,POINT (-75.452394 38.994926)
ALABAMA,2021,45,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20214539,POINT (-86.844516 32.756889)
KANSAS,2021,45,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20214522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,45,,-,1,,1,,5,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20214534,POINT (-79.130883 35.52603)
GUAM,2021,45,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20214566,POINT (144.653198 13.3532)
NEW JERSEY,2021,45,,-,2,,6,,2,,,-,1,,2,,,-,,-,0,,,-,,-,NEW JERSEY,,20214510,POINT (-74.655514 40.110253)
NEW MEXICO,2021,45,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20214554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,45,,-,2,,10,,30,,,-,0,,,-,1,,,-,1,,,-,,-,,EAST NORTH CENTRAL,20214514,
TENNESSEE,2021,45,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20214542,POINT (-86.343226 35.842998)
CONNECTICUT,2021,45,,-,0,,,-,7,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20214503,POINT (-72.738288 41.575155)
MARYLAND,2021,45,,-,1,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20214533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,45,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20214535,POINT (-80.864614 33.878572)
OKLAHOMA,2021,45,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20214546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214565,POINT (145.725693 15.1834)
OHIO,2021,45,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20214518,POINT (-82.70936 40.415534)
MINNESOTA,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20214523,POINT (-94.198308 46.349153)
LOUISIANA,2021,45,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20214545,POINT (-91.840238 30.921314)
HAWAII,2021,45,,-,0,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20214560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,45,,-,4,,13,,120,,,-,1,,1,,2,,,-,0,,,-,,-,,SOUTH ATLANTIC,20214528,
TOTAL,2021,30,3,,42,,288,,430,,,-,7,,55,,33,,,-,3,,20,,11,,,TOTAL,20213070,
US RESIDENTS,2021,30,3,,17,,27,,167,,,-,1,,1,,4,,,-,1,,,-,,-,,US RESIDENTS,20213001,
NEW HAMPSHIRE,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20213006,POINT (-71.57139 43.680429)
NEW YORK,2021,30,,-,1,,,-,10,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20213011,POINT (-75.59655 42.921241)
PACIFIC,2021,30,,-,2,,4,,14,,,-,0,,,-,1,,,-,0,,,-,,-,,PACIFIC,20213057,
WEST SOUTH CENTRAL,2021,30,1,,13,,4,,12,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20213043,
NEBRASKA,2021,30,,-,2,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20213025,POINT (-99.810595 41.527099)
PENNSYLVANIA,2021,45,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20214513,POINT (-77.838886 40.896694)
EAST SOUTH CENTRAL,2021,30,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20213038,
NORTH DAKOTA,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20213026,POINT (-100.46931 47.446305)
NEVADA,2021,30,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20213053,POINT (-114.916992 39.283294)
ILLINOIS,2021,30,,-,2,,,-,10,,,-,0,,,-,,-,,-,1,,,-,,-,ILLINOIS,,20213015,POINT (-89.148632 40.124144)
IOWA,2021,30,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20213021,POINT (-93.500061 42.074659)
TEXAS,2021,30,1,,13,,3,,8,,,-,1,,,-,,-,,-,0,,,-,,-,TEXAS,,20213047,POINT (-99.317341 31.447238)
ALASKA,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20213058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,30,,-,0,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20213030,POINT (-77.016275 38.904785)
WASHINGTON,2021,30,,-,1,,,-,4,,,-,0,,,-,1,,,-,0,,,-,,-,WASHINGTON,,20213062,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,30,,-,1,,1,,12,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20213002,
RHODE ISLAND,2021,30,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20213007,POINT (-71.534637 41.572574)
OREGON,2021,30,,-,2,,1,,6,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20213061,POINT (-120.605279 43.940449)
DELAWARE,2021,30,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20213029,POINT (-75.452394 38.994926)
ALABAMA,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20213039,POINT (-86.844516 32.756889)
KANSAS,2021,30,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20213022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,30,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20213034,POINT (-79.130883 35.52603)
GUAM,2021,30,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20213066,POINT (144.653198 13.3532)
NEW JERSEY,2021,30,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20213010,POINT (-74.655514 40.110253)
NEW MEXICO,2021,30,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20213054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,30,,-,2,,4,,21,,,-,0,,,-,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL,20213014,
TENNESSEE,2021,30,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20213042,POINT (-86.343226 35.842998)
CONNECTICUT,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20213003,POINT (-72.738288 41.575155)
MARYLAND,2021,30,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20213033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,30,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20213035,POINT (-80.864614 33.878572)
OKLAHOMA,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20213046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20213065,POINT (145.725693 15.1834)
OHIO,2021,30,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20213018,POINT (-82.70936 40.415534)
MINNESOTA,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20213023,POINT (-94.198308 46.349153)
LOUISIANA,2021,30,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20213045,POINT (-91.840238 30.921314)
HAWAII,2021,30,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20213060,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,30,,-,15,,8,,53,,,-,0,,,-,2,,,-,0,,,-,,-,,SOUTH ATLANTIC,20213028,
PENNSYLVANIA,2021,30,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20213013,POINT (-77.838886 40.896694)
UTAH,2021,30,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20213055,POINT (-111.678222 39.323779)
COLORADO,2021,30,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20213050,POINT (-105.547832 38.998552)
VERMONT,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20213008,POINT (-72.662695 44.075252)
KENTUCKY,2021,30,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20213040,POINT (-85.290484 37.526683)
PUERTO RICO,2021,30,,-,30,,260,,261,,,-,7,,54,,29,,,-,3,,20,,11,,PUERTO RICO,,20213067,POINT (-66.414655 18.215692)
MAINE,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20213004,POINT (-69.06137 45.117911)
VIRGINIA,2021,30,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20213036,POINT (-78.666382 37.510861)
ARIZONA,2021,30,2,,1,,4,,4,,,-,1,,1,,,-,,-,0,,,-,,-,ARIZONA,,20213049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20213064,
WISCONSIN,2021,30,,-,1,,,-,6,,,-,0,,,-,,-,,-,1,,,-,,-,WISCONSIN,,20213019,POINT (-89.732969 44.639954)
IDAHO,2021,30,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20213051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20213068,POINT (-64.840836 18.060868)
MICHIGAN,2021,30,,-,1,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20213017,POINT (-85.730977 44.874798)
GEORGIA,2021,30,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20213032,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,30,,-,2,,,-,19,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20213012,
ARKANSAS,2021,30,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20213044,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20213041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,30,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20213027,POINT (-100.230491 44.43614)
WYOMING,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20213056,POINT (-107.55145 42.999627)
MISSOURI,2021,30,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20213024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,30,,-,2,,,-,34,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20213009,
CALIFORNIA,2021,30,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20213059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20213037,POINT (-80.613729 38.642579)
FLORIDA,2021,30,,-,15,,7,,41,,,-,0,,,-,1,,,-,0,,,-,,-,FLORIDA,,20213031,POINT (-82.420978 28.260731)
MONTANA,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20213052,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,30,,-,2,,2,,8,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20213020,
MASSACHUSETTS,2021,30,,-,0,,,-,12,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20213005,POINT (-71.481104 42.151077)
MOUNTAIN,2021,30,2,,1,,4,,11,,,-,1,,1,,1,,,-,0,,,-,,-,,MOUNTAIN,20213048,
INDIANA,2021,30,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20213016,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20213069,
US TERRITORIES,2021,30,,-,30,,261,,263,,,-,7,,54,,29,,,-,3,,20,,11,,,US TERRITORIES,20213063,
TOTAL,2021,52,1,,29,,494,,1081,,,-,6,,73,,89,,,-,5,,70,,28,,,TOTAL,20215270,
US RESIDENTS,2021,52,1,,12,,114,,428,,,-,1,,5,,10,,,-,1,,1,,,-,,US RESIDENTS,20215201,
NEW HAMPSHIRE,2021,52,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20215206,POINT (-71.57139 43.680429)
NEW YORK,2021,52,,-,1,,,-,11,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20215211,POINT (-75.59655 42.921241)
PACIFIC,2021,52,,-,4,,19,,106,,,-,0,,,-,1,,,-,0,,,-,,-,,PACIFIC,20215257,
WEST SOUTH CENTRAL,2021,52,,-,7,,10,,60,,,-,0,,,-,1,,,-,1,,1,,,-,,WEST SOUTH CENTRAL,20215243,
NEBRASKA,2021,52,,-,2,,3,,4,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20215225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,52,,-,1,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20215238,
NORTH DAKOTA,2021,52,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20215226,POINT (-100.46931 47.446305)
NEVADA,2021,52,,-,0,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20215253,POINT (-114.916992 39.283294)
ILLINOIS,2021,52,,-,2,,6,,17,,,-,0,,,-,1,,,-,0,,,-,,-,ILLINOIS,,20215215,POINT (-89.148632 40.124144)
IOWA,2021,52,,-,1,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20215221,POINT (-93.500061 42.074659)
TEXAS,2021,52,,-,7,,9,,54,,,-,0,,,-,1,,,-,1,,1,,,-,TEXAS,,20215247,POINT (-99.317341 31.447238)
ALASKA,2021,52,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20215258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,52,,-,0,,,-,2,,,-,1,,1,,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20215230,POINT (-77.016275 38.904785)
WASHINGTON,2021,52,,-,1,,2,,7,,,-,0,,,-,1,,,-,0,,,-,,-,WASHINGTON,,20215262,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,52,,-,1,,5,,21,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20215202,
RHODE ISLAND,2021,52,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20215207,POINT (-71.534637 41.572574)
OREGON,2021,52,,-,1,,,-,8,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20215261,POINT (-120.605279 43.940449)
DELAWARE,2021,52,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20215229,POINT (-75.452394 38.994926)
ALABAMA,2021,52,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20215239,POINT (-86.844516 32.756889)
KANSAS,2021,52,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20215222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,52,,-,1,,1,,6,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20215234,POINT (-79.130883 35.52603)
GUAM,2021,52,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20215266,POINT (144.653198 13.3532)
NEW JERSEY,2021,52,,-,2,,8,,2,,,-,1,,2,,,-,,-,0,,,-,,-,NEW JERSEY,,20215210,POINT (-74.655514 40.110253)
NEW MEXICO,2021,52,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20215254,POINT (-106.108388 34.421369)
TOTAL,2021,35,1,,42,,328,,517,,,-,7,,58,,45,,,-,3,,22,,12,,,TOTAL,20213570,
PACIFIC,2021,35,,-,2,,4,,16,,,-,0,,,-,2,,,-,0,,,-,,-,,PACIFIC,20213557,
AMERICAN SAMOA,2021,35,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20213564,
NEW ENGLAND,2021,43,,-,1,,4,,20,,,-,0,,,-,,-,,-,1,,1,,,-,,NEW ENGLAND,20214302,
US RESIDENTS,2021,35,1,,14,,35,,216,,,-,1,,1,,7,,,-,1,,,-,,-,,US RESIDENTS,20213501,
NEW HAMPSHIRE,2021,35,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20213506,POINT (-71.57139 43.680429)
NEW YORK,2021,35,,-,1,,,-,10,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20213511,POINT (-75.59655 42.921241)
WEST SOUTH CENTRAL,2021,35,,-,13,,4,,12,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20213543,
NEBRASKA,2021,35,,-,2,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20213525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,35,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20213538,
NORTH DAKOTA,2021,35,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20213526,POINT (-100.46931 47.446305)
NEVADA,2021,35,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20213553,POINT (-114.916992 39.283294)
